,id,beer-name,style,ounces,abv,ibu,brewery_id,brewery-name,city,state,clean,brewery\_id
461,66.0,Brooklyn Lager (16 oz.),American Amber / Red Lager,16.0 oz.,0.052,,437.0,Brooklyn Brewery,Brooklyn,NY,,
462,65.0,Brooklyn Lager,American Amber / Red Lager,12.0,0.52,,437.0,Brooklyn Brewery,Brooklyn,NY,,
463,538.0,Tour de Nez Belgian IPA (Current),Belgian IPA,16.0,0.08,,530.0,Buckbean Brewing Company,Reno,NV,,
464,504.0,Roler Bock (Current),Maibock / Helles Bock,16.0,,,530.0,Buckbean Brewing Company,Reno,NV,"{'id': 504, 'beer-name': 'Roler Bock (Current)', 'style': 'Maibock / Helles Bock', 'ounces': 16.0, 'abv': '', 'ibu': '', 'brewery\\_id': 530, 'brewery-name': 'Buckbean Brewing Company', 'city': 'Reno', 'state': 'NV', 'brewery_id': 530}",
465,383.0,Black Adder IBA (Current),American Black Ale,16.0,0.073,85.0,530.0,Buckbean Brewing Company,Reno,NV,,
466,29.0,Very Noddy Lager (Current),Schwarzbier,16.0,0.099,,530.0,Buckbean Brewing Company,Reno,NV,,
467,28.0,Tule Duck Red Ale (Current),American Amber / Red Ale,16.0,0.062,42.0,530.0,Buckbean Brewing Company,Reno,NV,,
468,27.0,Original Orange Blossom Ale (Current),Herbed / Spiced Beer,16.0,0.057999999999999996,35.0,530.0,Buckbean Brewing Company,Reno,NV,,
469,26.0,Black Noddy Lager (Current),Schwarzbier,16.0,0.052,40.0,530.0,Buckbean Brewing Company,Reno,NV,,
470,1627.0,Cleveland Beer Week 2013,Munich Helles Lager,16.0,0.053,,357.0,Buckeye Brewing,Cleveland,OH,,
471,2552.0,Painted Turtle,American Pale Ale (APA),12.0,0.045,,56.0,BuckleDown Brewing,Lyons,IL,,
472,2125.0,1836,American Blonde Ale,12.0,0.06,40.0,214.0,Buffalo Bayou Brewing Company,Houston,TX,,
473,2124.0,Summer's Wit,Witbier,12.0,0.06,20.0,214.0,Buffalo Bayou Brewing Company,Houston,TX,"{'id': 2124, 'beer-name': ""Summer's Wit"", 'style': 'Witbier', 'ounces': 12.0, 'abv': 0.06, 'ibu': 20.0, 'brewery\\_id': 214, 'brewery-name': 'Buffalo Bayou Brewing Company', 'city': 'Houston', 'state': 'TX', 'brewery_id': 214}",
474,2123.0,More Cowbell,American Double / Imperial IPA,16.0,0.09,118.0,214.0,Buffalo Bayou Brewing Company,Houston,TX,,
475,2608.0,Wrath of Pele,American Brown Ale,16.0,0.065,,24.0,Burn 'Em Brewing,Michigan City,IN,,
476,2607.0,Black Beer'd,American Black Ale,16.0,0.068,,24.0,Burn 'Em Brewing,Michigan City,IN,,
477,2606.0,Mr. Tea,Fruit / Vegetable Beer,24.0,0.078,,24.0,Burn 'Em Brewing,Michigan City,IN,,
478,2478.0,Pale Alement,American Pale Ale (APA),12.0,0.055,40.0,24.0,Burn 'Em Brewing,Michigan City,IN,,
479,2471.0,Hopkick Dropkick,American Double / Imperial IPA,12.0,0.099,115.0,24.0,Burn 'Em Brewing,Michigan City,IN,,
480,2470.0,Kreamed Corn,Cream Ale,12.0,0.06,,24.0,Burn 'Em Brewing,Michigan City,IN,,
481,2464.0,Coconoats,American Pale Wheat Ale,16.0,0.065,,24.0,Burn 'Em Brewing,Michigan City,IN,,
482,2160.0,Joey Wheat,American Pale Wheat Ale,16.0,0.068,16.0,24.0,Burn 'Em Brewing,Michigan City,IN,,
483,2158.0,3:33 Black IPA,American IPA,16.0,0.072,86.0,24.0,Burn 'Em Brewing,Michigan City,IN,,
484,2072.0,MCA,American IPA,16.0,0.068,,24.0,Burn 'Em Brewing,Michigan City,IN,"{'id': 2072, 'beer-name': 'MCA', 'style': 'American IPA', 'ounces': 16.0, 'abv': 0.068, 'ibu': '', 'brewery_id': 24, 'brewery-name': ""Burn 'Em Brewing"", 'city': 'Michigan City', 'state': 'IN'}",
485,2054.0,Pale Alement,American Pale Ale (APA),16.0,0.055,40.0,24.0,Burn 'Em Brewing,Michigan City,IN,,
486,2196.0,Couch Select Lager,American Pale Lager,12.0,0.05,14.0,197.0,Burnside Brewing Co.,Portland,OR,,
487,668.0,Mucho Aloha Hawaiian Pale Ale,American Pale Ale (APA),12.0,0.056,36.0,517.0,Butcher's Brewing,Carlsbad,CA,,
488,52.0,Heinnieweisse Weissebier,Hefeweizen,12.0,0.049,,556.0,Butternuts Beer and Ale,Garrattsville,NY,"{'id': 52, 'beer-name': 'Heinnieweisse Weissebier', 'style': 'Hefeweizen', 'ounces': 12.0, 'abv': 0.049, 'ibu': '', 'brewery\\_id': 556, 'brewery-name': 'Butternuts Beer and Ale', 'city': 'Garrattsville', 'state': 'NY', 'brewery_id': 556}",
489,51.0,Snapperhead IPA,American IPA,12.0,0.068,,556.0,Butternuts Beer and Ale,Garrattsville,NY,,
490,50.0,Moo Thunder Stout,Milk / Sweet Stout,12.0,0.049,,556.0,Butternuts Beer and Ale,Garrattsville,NY,"{'id': 50, 'beer-name': 'Moo Thunder Stout', 'style': 'Milk / Sweet Stout', 'ounces': 12.0, 'abv': 0.049, 'ibu': '', 'brewery\\_id': 556, 'brewery-name': 'Butternuts Beer and Ale', 'city': 'Garrattsville', 'state': 'NY', 'brewery_id': 556}",
491,49.0,Porkslap Pale Ale,American Pale Ale (APA),12.0,0.043,,556.0,Butternuts Beer and Ale,Garrattsville,NY,"{'id': 49, 'beer-name': 'Porkslap Pale Ale', 'style': 'American Pale Ale (APA)', 'ounces': 12.0, 'abv': 0.043, 'ibu': '', 'brewery\\_id': 556, 'brewery-name': 'Butternuts Beer and Ale', 'city': 'Garrattsville', 'state': 'NY', 'brewery_id': 556}",
492,2657.0,Blackbeard,American Double / Imperial Stout,12.0,0.093,,5.0,COAST Brewing Company,Charleston,SC,,
493,2656.0,Rye Knot,American Brown Ale,12.0,0.062,,5.0,COAST Brewing Company,Charleston,SC,,
494,2655.0,Dead Arm,American Pale Ale (APA),12.0 oz.,0.06,,5.0,COAST Brewing Company,Charleston,SC,,
495,2654.0,32°/50° Kölsch,Kölsch,16.0 oz.,0.048,,5.0,COAST Brewing Company,Charleston,SC,,
496,2653.0,HopArt,American IPA,16.0,0.077,,5.0,COAST Brewing Company,Charleston,SC,"{'id': 2653, 'beer-name': 'HopArt', 'style': 'American IPA', 'ounces': 16.0, 'abv': 0.077, 'ibu': '', 'brewery_id': 5, 'brewery-name': 'COAST Brewing Company', 'city': 'Charleston', 'state': 'SC'}",
497,2652.0,Boy King,American Double / Imperial IPA,16.0,0.097,,5.0,COAST Brewing Company,Charleston,SC,,
498,2252.0,Gran Sport,American Porter,16.0,0.052,,182.0,COOP Ale Works,Oklahoma City,OK,,
499,2214.0,Horny Toad Cerveza,American Blonde Ale,16.0,0.053,25.0,182.0,COOP Ale Works,Oklahoma City,OK,,
500,2213.0,Native Amber,American Amber / Red Ale,16.0,0.063,35.0,182.0,COOP Ale Works,Oklahoma City,OK,,
501,1442.0,F5 IPA,American IPA,16.0,0.068,100.0,182.0,COOP Ale Works,Oklahoma City,OK,,
502,170.0,Native Amber (2013),American Amber / Red Ale,16.0,0.063,35.0,182.0,COOP Ale Works,Oklahoma City,OK,,
503,169.0,Horny Toad Cerveza (2013),American Blonde Ale,16.0,0.053,25.0,182.0,COOP Ale Works,Oklahoma City,OK,,
504,2315.0,Hopportunity Knocks IPA,American IPA,12.0,0.068,100.0,155.0,Caldera Brewing Company,Ashland,OR,,
505,1808.0,Pilot Rock Porter,American Porter,12.0,0.06,,155.0,Caldera Brewing Company,Ashland,OR,,
506,1419.0,Caldera Pale Ale,American Pale Ale (APA),12.0,0.055999999999999994,55.0,155.0,Caldera Brewing Company,Ashland,OR,,
507,878.0,Lawnmower Lager,American Adjunct Lager,12.0,0.039,16.0,155.0,Caldera Brewing Company,Ashland,OR,,
508,794.0,Ashland Amber Ale (2009),American Amber / Red Ale,12.0,0.054,24.0,155.0,Caldera Brewing Company,Ashland,OR,,
509,793.0,Caldera IPA (2009),American IPA,12.0,0.061,94.0,155.0,Caldera Brewing Company,Ashland,OR,,
510,792.0,Caldera IPA (2007),American IPA,12.0,0.061,94.0,155.0,Caldera Brewing Company,Ashland,OR,,
511,791.0,Caldera Pale Ale (2010),American Pale Ale (APA),12.0,0.055999999999999994,55.0,155.0,Caldera Brewing Company,Ashland,OR,"{'id': 791, 'beer-name': 'Caldera Pale Ale (2010)', 'style': 'American Pale Ale (APA)', 'ounces': 12.0, 'abv': 0.055999999999999994, 'ibu': 55.0, 'brewery\\_id': 155, 'brewery-name': 'Caldera Brewing Company', 'city': 'Ashland', 'state': 'OR', 'brewery_id': 155}",
512,790.0,Caldera Pale Ale (2009),American Pale Ale (APA),12.0,0.056,55.0,155.0,Caldera Brewing Company,Ashland,OR,"{'id': 790, 'beer-name': 'Caldera Pale Ale (2009)', 'style': 'American Pale Ale (APA)', 'ounces': 12.0, 'abv': 0.056, 'ibu': 55.0, 'brewery\\_id': 155, 'brewery-name': 'Caldera Brewing Company', 'city': 'Ashland', 'state': 'OR', 'brewery_id': 155}",
513,789.0,Caldera Pale Ale (2005),American Pale Ale (APA),12.0,0.056,55.0,155.0,Caldera Brewing Company,Ashland,OR,,
514,788.0,Caldera Pale Ale (2007),American Pale Ale (APA),12.0,0.056,55.0,155.0,Caldera Brewing Company,Ashland,OR,,
515,38.0,Caldera Pale Ale (2011),American Pale Ale (APA),12.0,0.056,55.0,155.0,Caldera Brewing Company,Ashland,OR,,
516,37.0,Ashland Amber Ale,American Amber / Red Ale,12.0,0.054,24.0,155.0,Caldera Brewing Company,Ashland,OR,,
517,36.0,Caldera IPA,American IPA,12.0,0.061,94.0,155.0,Caldera Brewing Company,Ashland,OR,,
518,2257.0,Remain in Light,American Pilsner,12.0,0.05,,178.0,Cambridge Brewing Company,Cambridge,MA,,
519,2256.0,Flower Child (2014),American IPA,12.0,0.065,,178.0,Cambridge Brewing Company,Cambridge,MA,,
520,870.0,THP White (2006),Witbier,12.0,,,497.0,Cans Bar and Canteen,Charlotte,NC,"{'id': 870, 'beer-name': 'THP White (2006)', 'style': 'Witbier', 'ounces': 12.0, 'abv': '', 'ibu': '', 'brewery\\_id': 497, 'brewery-name': 'Cans Bar and Canteen', 'city': 'Charlotte', 'state': 'NC', 'brewery_id': 497}",
521,869.0,THP Amber (2006),American Amber / Red Ale,12.0,,,497.0,Cans Bar and Canteen,Charlotte,NC,,
522,868.0,THP Light (2006),American Blonde Ale,12.0,,,497.0,Cans Bar and Canteen,Charlotte,NC,"{'id': 868, 'beer-name': 'THP Light (2006)', 'style': 'American Blonde Ale', 'ounces': 12.0, 'abv': '', 'ibu': '', 'brewery\\_id': 497, 'brewery-name': 'Cans Bar and Canteen', 'city': 'Charlotte', 'state': 'NC', 'brewery_id': 497}",
523,867.0,THP Dark (2006),English Dark Mild Ale,12.0,,,497.0,Cans Bar and Canteen,Charlotte,NC,"{'id': 867, 'beer-name': 'THP Dark (2006)', 'style': 'English Dark Mild Ale', 'ounces': 12.0, 'abv': '', 'ibu': '', 'brewery\\_id': 497, 'brewery-name': 'Cans Bar and Canteen', 'city': 'Charlotte', 'state': 'NC', 'brewery_id': 497}",
524,2068.0,Imperial Pumpkin Stout,Pumpkin Ale,16.0,0.099,43.0,230.0,Cape Ann Brewing Company,Gloucester,MA,,
525,2067.0,Dead-Eye DIPA,American Double / Imperial IPA,16.0,0.09,130.0,230.0,Cape Ann Brewing Company,Gloucester,MA,,
526,2066.0,Fisherman's IPA,American IPA,12.0,0.055,64.0,230.0,Cape Ann Brewing Company,Gloucester,MA,,
527,2065.0,Fisherman's Pils,German Pilsener,12.0,0.054,35.0,230.0,Cape Ann Brewing Company,Gloucester,MA,,
528,2064.0,Fisherman's Brew,American Amber / Red Ale,12.0,0.055,30.0,230.0,Cape Ann Brewing Company,Gloucester,MA,,
529,1928.0,Cape Cod Red,American Amber / Red Ale,16.0,0.055,35.0,267.0,Cape Cod Beer,Hyannis,MA,,
530,1927.0,Beach Blonde,American Blonde Ale,16.0,0.049,10.0,267.0,Cape Cod Beer,Hyannis,MA,,
531,2227.0,Dark Voyage Black IPA (2013),American Black Ale,12.0,0.065,80.0,192.0,Capital Brewery,Middleton,WI,,
532,2226.0,Wisconsin Amber,Vienna Lager,12.0,0.052,28.0,192.0,Capital Brewery,Middleton,WI,,
533,2225.0,Lake House,Munich Helles Lager,12.0,0.046,18.0,192.0,Capital Brewery,Middleton,WI,,
534,1954.0,Ghost Ship White IPA,American IPA,12.0,0.056,55.0,192.0,Capital Brewery,Middleton,WI,,
535,1910.0,Lake House,Munich Helles Lager,16.0,0.046,18.0,192.0,Capital Brewery,Middleton,WI,,
536,1177.0,Mutiny IPA,American IPA,12.0,0.062,70.0,192.0,Capital Brewery,Middleton,WI,,
537,840.0,Wisconsin Amber (1998),Vienna Lager,12.0,0.052,,192.0,Capital Brewery,Middleton,WI,,
538,180.0,Island Wheat,American Pale Wheat Ale,12.0,0.042,,192.0,Capital Brewery,Middleton,WI,,
539,63.0,Wisconsin Amber (2013),Vienna Lager,12.0,0.052,,192.0,Capital Brewery,Middleton,WI,,
540,62.0,U.S. Pale Ale,American Pale Ale (APA),12.0,0.05,,192.0,Capital Brewery,Middleton,WI,,
541,61.0,Supper Club Lager,American Pale Lager,12.0,,,192.0,Capital Brewery,Middleton,WI,"{'id': 61, 'beer-name': 'Supper Club Lager', 'style': 'American Pale Lager', 'ounces': 12.0, 'abv': '', 'ibu': '', 'brewery\\_id': 192, 'brewery-name': 'Capital Brewery', 'city': 'Middleton', 'state': 'WI', 'brewery_id': 192}",
542,784.0,Carolina Lighthouse (2007),American Blonde Ale,12.0,0.04,,504.0,Carolina Beer & Beverage,Mooresville,NC,"{'id': 784, 'beer-name': 'Carolina Lighthouse (2007)', 'style': 'American Blonde Ale', 'ounces': 12.0, 'abv': 0.04, 'ibu': '', 'brewery_id': 504, 'brewery-name': 'Carolina Beer & Beverage', 'city': 'Mooresville', 'state': 'NC'}",
543,783.0,Carolina Blonde (2006),American Blonde Ale,12.0,0.05,,504.0,Carolina Beer & Beverage,Mooresville,NC,"{'id': 783, 'beer-name': 'Carolina Blonde (2006)', 'style': 'American Blonde Ale', 'ounces': 12.0, 'abv': 0.05, 'ibu': '', 'brewery\\_id': 504, 'brewery-name': 'Carolina Beer & Beverage', 'city': 'Mooresville', 'state': 'NC', 'brewery_id': 504}",
544,782.0,Carolina Blonde Light (2005),American Blonde Ale,12.0,0.035,,504.0,Carolina Beer & Beverage,Mooresville,NC,"{'id': 782, 'beer-name': 'Carolina Blonde Light (2005)', 'style': 'American Blonde Ale', 'ounces': 12.0, 'abv': 0.035, 'ibu': '', 'brewery_id': 504, 'brewery-name': 'Carolina Beer & Beverage', 'city': 'Mooresville', 'state': 'NC'}",
545,2255.0,Santa's Secret,Winter Warmer,16.0,0.059,22.0,179.0,Carolina Brewery,Pittsboro,NC,"{'id': 2255, 'beer-name': ""Santa's Secret"", 'style': 'Winter Warmer', 'ounces': 16.0, 'abv': 0.059, 'ibu': 22.0, 'brewery\\_id': 179, 'brewery-name': 'Carolina Brewery', 'city': 'Pittsboro', 'state': 'NC', 'brewery_id': 179}",
546,530.0,Flagship IPA,English India Pale Ale (IPA),12.0,0.057,,179.0,Carolina Brewery,Pittsboro,NC,"{'id': 530, 'beer-name': 'Flagship IPA', 'style': 'English India Pale Ale (IPA)', 'ounces': 12.0, 'abv': 0.057, 'ibu': '', 'brewery\\_id': 179, 'brewery-name': 'Carolina Brewery', 'city': 'Pittsboro', 'state': 'NC', 'brewery_id': 179}",
547,427.0,Sky Blue Golden Ale,Kölsch,12.0,0.051,,179.0,Carolina Brewery,Pittsboro,NC,"{'id': 427, 'beer-name': 'Sky Blue Golden Ale', 'style': 'Kölsch', 'ounces': 12.0, 'abv': 0.051, 'ibu': '', 'brewery\\_id': 179, 'brewery-name': 'Carolina Brewery', 'city': 'Pittsboro', 'state': 'NC', 'brewery_id': 179}",
548,2094.0,Epitome,American Black Ale,16.0,0.099,100.0,222.0,Carton Brewing Company,Atlantic Highlands,NJ,,
549,1941.0,Monkey Chased the Weasel,Berliner Weissbier,16.0,0.039,9.0,222.0,Carton Brewing Company,Atlantic Highlands,NJ,,
550,1940.0,077XX,American Double / Imperial IPA,16.0,0.078,80.0,222.0,Carton Brewing Company,Atlantic Highlands,NJ,,
551,1439.0,Boat Beer,American IPA,12.0,0.042,35.0,222.0,Carton Brewing Company,Atlantic Highlands,NJ,,
552,1465.0,Granny Smith Hard Apple Cider,Cider,16.0 oz.,0.069,,404.0,Cascadia Ciderworks United,Portland,OR,,
553,1464.0,Dry Hard Apple Cider,Cider,16.0,0.069,,404.0,Cascadia Ciderworks United,Portland,OR,,
554,1744.0,Farmer Ted's Cream Ale,Cream Ale,12.0,0.056,,331.0,Catawba Brewing Company,Morganton,NC,"{'id': 1744, 'beer-name': ""Farmer Ted's Cream Ale"", 'style': 'Cream Ale', 'ounces': 12.0, 'abv': 0.056, 'ibu': '', 'brewery\\_id': 331, 'brewery-name': 'Catawba Brewing Company', 'city': 'Morganton', 'state': 'NC', 'brewery_id': 331}",
555,1743.0,Firewater India Pale Ale,American IPA,12.0,0.052,,331.0,Catawba Brewing Company,Morganton,NC,,
556,1742.0,White Zombie Ale,Witbier,12.0,0.047,,331.0,Catawba Brewing Company,Morganton,NC,,
557,1719.0,King Winterbolt Winter Ale,Winter Warmer,12.0,0.07,,331.0,Catawba Brewing Company,Morganton,NC,,
558,638.0,White Zombie Ale,Witbier,12.0,0.047,,331.0,Catawba Brewing Company,Morganton,NC,,
559,507.0,Firewater India Pale Ale,American IPA,12.0,0.052,,331.0,Catawba Brewing Company,Morganton,NC,,
560,480.0,Farmer Ted's Farmhouse Cream Ale,Cream Ale,12.0,0.056,,331.0,Catawba Brewing Company,Morganton,NC,"{'id': 480, 'beer-name': ""Farmer Ted's Farmhouse Cream Ale"", 'style': 'Cream Ale', 'ounces': 12.0, 'abv': 0.056, 'ibu': '', 'brewery\\_id': 331, 'brewery-name': 'Catawba Brewing Company', 'city': 'Morganton', 'state': 'NC', 'brewery_id': 331}",
561,1882.0,Whitecap Wit,Witbier,16.0,0.048,16.0,285.0,Catawba Island Brewing,Port Clinton,OH,,
562,1881.0,Seiche Scottish Ale,Scottish Ale,16.0,0.078,16.0,285.0,Catawba Island Brewing,Port Clinton,OH,"{'id': 1881, 'beer-name': 'Seiche Scottish Ale', 'style': 'Scottish Ale', 'ounces': 16.0, 'abv': 0.078, 'ibu': 16.0, 'brewery\\_id': 285, 'brewery-name': 'Catawba Island Brewing', 'city': 'Port Clinton', 'state': 'OH', 'brewery_id': 285}",
563,2446.0,Peanut Butter Jelly Time,American Brown Ale,12.0,0.057999999999999996,,96.0,Catawba Valley Brewing Company,Morganton,NC,"{'id': 2446, 'beer-name': 'Peanut Butter Jelly Time', 'style': 'American Brown Ale', 'ounces': 12.0, 'abv': 0.057999999999999996, 'ibu': '', 'brewery_id': 96, 'brewery-name': 'Catawba Valley Brewing Company', 'city': 'Morganton', 'state': 'NC'}",
564,2106.0,King Coconut,American Porter,12.0,0.054,,96.0,Catawba Valley Brewing Company,Morganton,NC,,
565,2600.0,Gone A-Rye,American Double / Imperial IPA,16.0,0.085,90.0,29.0,Cedar Creek Brewery,Seven Points,TX,,
566,2210.0,Special Release,,16.0,,,29.0,Cedar Creek Brewery,Seven Points,TX,"{'id': 2210, 'beer-name': 'Special Release', 'style': '', 'ounces': 16.0, 'abv': '', 'ibu': '', 'brewery\\_id': 29, 'brewery-name': 'Cedar Creek Brewery', 'city': 'Seven Points', 'state': 'TX', 'brewery_id': 29}",
567,2052.0,Dankosaurus,American IPA,16.0,0.068,70.0,29.0,Cedar Creek Brewery,Seven Points,TX,,
568,1584.0,Scruffy's Smoked Alt,Smoked Beer,16.0,0.051,35.0,29.0,Cedar Creek Brewery,Seven Points,TX,,
569,1182.0,Elliott's Phoned Home Pale Ale,American Pale Ale (APA),16.0,0.051,36.0,29.0,Cedar Creek Brewery,Seven Points,TX,"{'id': 1182, 'beer-name': ""Elliott's Phoned Home Pale Ale"", 'style': 'American Pale Ale (APA)', 'ounces': 16.0, 'abv': 0.051, 'ibu': 36.0, 'brewery_id': 29, 'brewery-name': 'Cedar Creek Brewery', 'city': 'Seven Points', 'state': 'TX'}",
570,1050.0,The Lawn Ranger,Cream Ale,16.0,0.05,18.0,29.0,Cedar Creek Brewery,Seven Points,TX,,
571,1219.0,All American Blonde Ale,American Blonde Ale,12.0,0.05,,452.0,Centennial Beer Company,Edwards,CO,"{'id': 1219, 'beer-name': 'All American Blonde Ale', 'style': 'American Blonde Ale', 'ounces': 12.0, 'abv': 0.05, 'ibu': '', 'brewery\\_id': 452, 'brewery-name': 'Centennial Beer Company', 'city': 'Edwards', 'state': 'CO', 'brewery_id': 452}",
572,1218.0,All American Red Ale,American Amber / Red Ale,12.0,0.05,,452.0,Centennial Beer Company,Edwards,CO,,
573,2377.0,Main St. Virginia Ale,Altbier,12.0 ounce,0.05,40.0,122.0,Center of the Universe Brewing Company,Ashland,VA,,
574,1839.0,Chin Music Amber Lager,American Amber / Red Lager,12.0,0.045,24.0,122.0,Center of the Universe Brewing Company,Ashland,VA,,
575,1248.0,Main St. Virginia Ale,Altbier,12.0,0.05,40.0,122.0,Center of the Universe Brewing Company,Ashland,VA,"{'id': 1248, 'beer-name': 'Main St. Virginia Ale', 'style': 'Altbier', 'ounces': 12.0, 'abv': 0.05, 'ibu': 40.0, 'brewery\\_id': 122, 'brewery-name': 'Center of the Universe Brewing Company', 'city': 'Ashland', 'state': 'VA', 'brewery_id': 122}",
576,1247.0,Ray Ray's Pale Ale,American Pale Ale (APA),12.0,0.052,42.0,122.0,Center of the Universe Brewing Company,Ashland,VA,"{'id': 1247, 'beer-name': ""Ray Ray's Pale Ale"", 'style': 'American Pale Ale (APA)', 'ounces': 12.0, 'abv': 0.052, 'ibu': 42.0, 'brewery\\_id': 122, 'brewery-name': 'Center of the Universe Brewing Company', 'city': 'Ashland', 'state': 'VA', 'brewery_id': 122}",
577,1649.0,Chai Ale,Herbed / Spiced Beer,16.0,0.051,15.0,350.0,Central Coast Brewing Company,San Luis Obispo,CA,,
578,1648.0,Lucky Day IPA,American IPA,16.0 oz.,0.072,85.0,350.0,Central Coast Brewing Company,San Luis Obispo,CA,,
579,1647.0,Terrace Hill Double IPA,American Double / Imperial IPA,16.0,0.095,99.0,350.0,Central Coast Brewing Company,San Luis Obispo,CA,,
580,1646.0,Catch 23,American Black Ale,16.0,0.075,77.0,350.0,Central Coast Brewing Company,San Luis Obispo,CA,,
581,2057.0,Stickin' In My Rye,Rye Beer,24.0,0.07,,236.0,Champion Brewing Company,Charlottesville,VA,,
582,2056.0,Black Me Stout,American Stout,12.0,0.06,45.0,236.0,Champion Brewing Company,Charlottesville,VA,,
583,2055.0,Killer Kolsch,Kölsch,12.0,0.05,22.0,236.0,Champion Brewing Company,Charlottesville,VA,,
584,1933.0,Missile IPA,American IPA,12.0,0.07,65.0,236.0,Champion Brewing Company,Charlottesville,VA,,
585,2019.0,Enlighten,Kölsch,16.0,0.045,,250.0,Chapman's Brewing,Angola,IN,,
586,2018.0,Ale Cider,Fruit / Vegetable Beer,16.0,0.065,8.0,250.0,Chapman's Brewing,Angola,IN,"{'id': 2018, 'beer-name': 'Ale Cider', 'style': 'Fruit / Vegetable Beer', 'ounces': 16.0, 'abv': 0.065, 'ibu': 8.0, 'brewery\\_id': 250, 'brewery-name': ""Chapman's Brewing"", 'city': 'Angola', 'state': 'IN', 'brewery_id': 250}",
587,2017.0,Pail Ale,American Pale Ale (APA),16.0,0.055,30.0,250.0,Chapman's Brewing,Angola,IN,,
588,2016.0,Englishman,English Brown Ale,16.0,0.045,,250.0,Chapman's Brewing,Angola,IN,,
589,2080.0,8 Barrel,American Strong Ale,16.0,0.08,69.0,226.0,Chatham Brewing,Chatham,NY,,
590,2079.0,Oktoberfest,Märzen / Oktoberfest,16.0,0.055,40.0,226.0,Chatham Brewing,Chatham,NY,,
591,2380.0,IPA #11,American IPA,16.0,0.057,58.0,121.0,Cheboygan Brewing Company,Cheboygan,MI,,
592,2379.0,Blood Orange Honey,Fruit / Vegetable Beer,16.0,0.057,10.0,121.0,Cheboygan Brewing Company,Cheboygan,MI,,
593,2354.0,Lighthouse Amber,Altbier,16.0,0.052,,121.0,Cheboygan Brewing Company,Cheboygan,MI,,
594,2440.0,Bay of Bengal Double IPA (2014),American Double / Imperial IPA,12.0,0.089,126.0,99.0,Christian Moerlein Brewing Company,Cincinnati,OH,,
595,567.0,Churchkey Pilsner Style Beer,American Pilsner,12.0,0.049,29.0,526.0,Churchkey Can Company,Seattle,WA,"{'id': 567, 'beer-name': 'Churchkey Pilsner Style Beer', 'style': 'American Pilsner', 'ounces': 12.0, 'abv': 0.049, 'ibu': 29.0, 'brewery\\_id': 526, 'brewery-name': 'Churchkey Can Company', 'city': 'Seattle', 'state': 'WA', 'brewery_id': 526}",
596,1342.0,First Press,Cider,12.0,0.05,,425.0,Ciderboys,Stevens Point,WI,"{'id': 1342, 'beer-name': 'First Press', 'style': 'Cider', 'ounces': 12.0, 'abv': 0.05, 'ibu': '', 'brewery\\_id': 425, 'brewery-name': 'Ciderboys', 'city': 'Stevens Point', 'state': 'WI', 'brewery_id': 425}",
597,1341.0,Magic Apple,Cider,12.0,0.05,,425.0,Ciderboys,Stevens Point,WI,"{'id': 1341, 'beer-name': 'Magic Apple', 'style': 'Cider', 'ounces': 12.0, 'abv': 0.05, 'ibu': '', 'brewery\\_id': 425, 'brewery-name': 'Ciderboys', 'city': 'Stevens Point', 'state': 'WI', 'brewery_id': 425}",
598,2349.0,Cubano Espresso,Bock,12.0,0.055,25.0,141.0,Cigar City Brewing Company,Tampa,FL,,
599,2014.0,Operation Homefront,American IPA,12.0,0.062,65.0,141.0,Cigar City Brewing Company,Tampa,FL,,
600,2013.0,Wandering Pelican,American Black Ale,12.0,0.082,65.0,141.0,Cigar City Brewing Company,Tampa,FL,,
601,2012.0,Sugar Plum,American Brown Ale,12.0,0.055,,141.0,Cigar City Brewing Company,Tampa,FL,,
602,2011.0,Oktoberfest,Märzen / Oktoberfest,12.0,0.055,,141.0,Cigar City Brewing Company,Tampa,FL,,
603,2010.0,Puppy's Breath Porter,American Porter,12.0,0.06,,141.0,Cigar City Brewing Company,Tampa,FL,,
604,2009.0,Happening Now,American IPA,12.0,0.045,,141.0,Cigar City Brewing Company,Tampa,FL,,
605,1726.0,Hopped on the High Seas (Hop #529),American IPA,12.0,0.07,60.0,141.0,Cigar City Brewing Company,Tampa,FL,,
606,1725.0,Hopped on the High Seas (Calypso),American IPA,12.0,0.07,60.0,141.0,Cigar City Brewing Company,Tampa,FL,,
607,1695.0,Wiregrass Post-Prohibition Ale,American Pale Ale (APA),12.0,0.063,,141.0,Cigar City Brewing Company,Tampa,FL,,
608,1694.0,Dry-Hopped On The High Seas Caribbean-Style IPA,American IPA,12.0,0.07,60.0,141.0,Cigar City Brewing Company,Tampa,FL,,
609,1693.0,Hopped on the High Seas (Citra),American IPA,12.0,0.07,60.0,141.0,Cigar City Brewing Company,Tampa,FL,,
610,1692.0,Hopped on the High Seas (Ahtanum),American IPA,12.0,0.07,60.0,141.0,Cigar City Brewing Company,Tampa,FL,,
611,1369.0,Gwar Beer,American Pale Ale (APA),12.0,0.055,,141.0,Cigar City Brewing Company,Tampa,FL,,
612,1243.0,Tropical Heatwave,American Pale Wheat Ale,16.0,0.052,,141.0,Cigar City Brewing Company,Tampa,FL,,
613,1142.0,Humidor Series India Pale Ale,American IPA,12.0,0.075,70.0,141.0,Cigar City Brewing Company,Tampa,FL,,
