,source_text,target_text,predict
1198,COL CCN VAL 05T224 COL Facility VAL TE FUDGE FAMILY ACUTE REHABILITATION CENTER COL Address1 VAL 1 HOAG DRIVE COL City VAL NEWPORT BEACH COL State VAL CA COL ZipCode VAL  COL County VAL Orange COL PhoneNumber VAL (949) 764-3900 COL CMSRegion VAL 9 COL Condition VAL Spinal cord injury (traumatic)  [SEP] COL Facility VAL TE FUDGE FAMILY ACUTE REHABILITATION CENTER ,THE FUDGE FAMILY ACUTE REHABILITATION CENTER,UC NEWPORT BEACH MEDICAL CENTER
1199,COL CCN VAL 05T224 COL Facility VAL TE FUDGE FAMILY ACUTE REHABILITATION CENTER COL Address1 VAL 1 HOAG DRIVE COL City VAL NEWPORT BEACH COL State VAL CA COL ZipCode VAL  COL County VAL Orange COL PhoneNumber VAL (949) 764-3900 COL CMSRegion VAL 9 COL Condition VAL Spinal cord injury (traumatic)  [SEP] COL ZipCode VAL  ,92663,94109
1200,COL CCN VAL 05T235 COL Facility VAL MEMORIAL MEDICAL CENTER COL Address1 VAL 501 S BUENA VISTA ST COL City VAL BURBANK COL State VAL CA COL ZipCode VAL 91505 COL County VAL Los Angeles COL PhoneNumber VAL (818) 847-3200 COL CMSRegion VAL 9 COL Condition VAL All other conditions  [SEP] COL Facility VAL MEMORIAL MEDICAL CENTER ,PROVIDENCE ST JOSEPH MED CTR,BURBANK MEMORIAL HOSPITAL
1201,COL CCN VAL 05T235 COL Facility VAL  COL Address1 VAL 501 S BUENA VISTA ST COL City VAL BURBANK COL State VAL CA COL ZipCode VAL 91505 COL County VAL Los Angeles COL PhoneNumber VAL (818) 847-3200 COL CMSRegion VAL 9 COL Condition VAL Brain injury (traumatic)  [SEP] COL Facility VAL  ,PROVIDENCE ST JOSEPH MED CTR,BURBANK MEDICAL CENTER
1202,"COL CCN VAL 05T235 COL Facility VAL PROVIDENCE ST JOSEPH MED CTR COL Address1 VAL 501 S BUENA VISTA ST COL City VAL BURBANK COL State VAL CA COL ZipCode VAL 91505 COL County VAL  COL PhoneNumber VAL (818) 847-3200 COL CMSRegion VAL 9 COL Condition VAL Hip or knee replacement, amputation or other bone or joint condition  [SEP] COL County VAL  ",Los Angeles,Los Angeles
1203,COL CCN VAL 103050 COL Facility VAL PROVIDENCE ST JOSEPH MED CTR COL Address1 VAL 501 S BUENA VISTA ST COL City VAL BURBANK COL State VAL CA COL ZipCode VAL 91505 COL County VAL Los Angeles COL PhoneNumber VAL (818) 847-3200 COL CMSRegion VAL 9 COL Condition VAL Spinal cord disease or condition (non-traumatic)  [SEP] COL Facility VAL PROVIDENCE ST JOSEPH MED CTR ,PROVIDENCE ST JOSEPH MED CTR,BURBANK REGIONAL MEDICAL CTR
1204,COL CCN VAL 103050 COL Facility VAL PROVIDENCE ST JOSEPH MED CTR COL Address1 VAL 501 S BUENA VISTA ST COL City VAL BURBANK COL State VAL CA COL ZipCode VAL 91505 COL County VAL Los Angeles COL PhoneNumber VAL (818) 847-3200 COL CMSRegion VAL 9 COL Condition VAL Spinal cord disease or condition (non-traumatic)  [SEP] COL Address1 VAL 501 S BUENA VISTA ST ,501 S BUENA VISTA ST,310 S BUENA AVENUE
1205,COL CCN VAL 103050 COL Facility VAL PROVIDENCE ST JOSEPH MED CTR COL Address1 VAL 501 S BUENA VISTA ST COL City VAL BURBANK COL State VAL CA COL ZipCode VAL 91505 COL County VAL Los Angeles COL PhoneNumber VAL (818) 847-3200 COL CMSRegion VAL 9 COL Condition VAL Spinal cord disease or condition (non-traumatic)  [SEP] COL City VAL BURBANK ,BURBANK,BURBANK
1206,COL CCN VAL 103050 COL Facility VAL PROVIDENCE ST JOSEPH MED CTR COL Address1 VAL 501 S BUENA VISTA ST COL City VAL BURBANK COL State VAL CA COL ZipCode VAL 91505 COL County VAL Los Angeles COL PhoneNumber VAL (818) 847-3200 COL CMSRegion VAL 9 COL Condition VAL Spinal cord disease or condition (non-traumatic)  [SEP] COL State VAL CA ,CA,CA
1207,COL CCN VAL 103050 COL Facility VAL PROVIDENCE ST JOSEPH MED CTR COL Address1 VAL 501 S BUENA VISTA ST COL City VAL BURBANK COL State VAL CA COL ZipCode VAL 91505 COL County VAL Los Angeles COL PhoneNumber VAL (818) 847-3200 COL CMSRegion VAL 9 COL Condition VAL Spinal cord disease or condition (non-traumatic)  [SEP] COL ZipCode VAL 91505 ,91505,91102
1208,COL CCN VAL 103050 COL Facility VAL PROVIDENCE ST JOSEPH MED CTR COL Address1 VAL 501 S BUENA VISTA ST COL City VAL BURBANK COL State VAL CA COL ZipCode VAL 91505 COL County VAL Los Angeles COL PhoneNumber VAL (818) 847-3200 COL CMSRegion VAL 9 COL Condition VAL Spinal cord disease or condition (non-traumatic)  [SEP] COL County VAL Los Angeles ,Los Angeles,Los Angeles
1209,COL CCN VAL 103050 COL Facility VAL PROVIDENCE ST JOSEPH MED CTR COL Address1 VAL 501 S BUENA VISTA ST COL City VAL BURBANK COL State VAL CA COL ZipCode VAL 91505 COL County VAL Los Angeles COL PhoneNumber VAL (818) 847-3200 COL CMSRegion VAL 9 COL Condition VAL Spinal cord disease or condition (non-traumatic)  [SEP] COL PhoneNumber VAL (818) 847-3200 ,(818) 847-3200,(502) 596-6346
1210,COL CCN VAL 103050 COL Facility VAL PROVIDENCE ST JOSEPH MED CTR COL Address1 VAL 501 S BUENA VISTA ST COL City VAL BURBANK COL State VAL CA COL ZipCode VAL 91505 COL County VAL Los Angeles COL PhoneNumber VAL (818) 847-3200 COL CMSRegion VAL 9 COL Condition VAL Spinal cord disease or condition (non-traumatic)  [SEP] COL CMSRegion VAL 9 ,9,9
1211,"COL CCN VAL 37T008 COL Facility VAL PROVIDENCE ST JOSEPH MED CTR COL Address1 VAL 501 S BUENA VISTA ST COL City VAL BURBANK COL State VAL CA COL ZipCode VAL 91505 COL County VAL Finney COL PhoneNumber VAL (818) 847-3200 COL CMSRegion VAL 9 COL Condition VAL Hip or knee replacement, amputation or other bone or joint condition  [SEP] COL Facility VAL PROVIDENCE ST JOSEPH MED CTR ",PROVIDENCE ST JOSEPH MED CTR,BURBANK REGIONAL MEDICAL CTR
1212,"COL CCN VAL 37T008 COL Facility VAL PROVIDENCE ST JOSEPH MED CTR COL Address1 VAL 501 S BUENA VISTA ST COL City VAL BURBANK COL State VAL CA COL ZipCode VAL 91505 COL County VAL Finney COL PhoneNumber VAL (818) 847-3200 COL CMSRegion VAL 9 COL Condition VAL Hip or knee replacement, amputation or other bone or joint condition  [SEP] COL Address1 VAL 501 S BUENA VISTA ST ",501 S BUENA VISTA ST,310 S BURBANK AVE
1213,"COL CCN VAL 37T008 COL Facility VAL PROVIDENCE ST JOSEPH MED CTR COL Address1 VAL 501 S BUENA VISTA ST COL City VAL BURBANK COL State VAL CA COL ZipCode VAL 91505 COL County VAL Finney COL PhoneNumber VAL (818) 847-3200 COL CMSRegion VAL 9 COL Condition VAL Hip or knee replacement, amputation or other bone or joint condition  [SEP] COL City VAL BURBANK ",BURBANK,BURBANK
1214,"COL CCN VAL 37T008 COL Facility VAL PROVIDENCE ST JOSEPH MED CTR COL Address1 VAL 501 S BUENA VISTA ST COL City VAL BURBANK COL State VAL CA COL ZipCode VAL 91505 COL County VAL Finney COL PhoneNumber VAL (818) 847-3200 COL CMSRegion VAL 9 COL Condition VAL Hip or knee replacement, amputation or other bone or joint condition  [SEP] COL State VAL CA ",CA,CA
1215,"COL CCN VAL 37T008 COL Facility VAL PROVIDENCE ST JOSEPH MED CTR COL Address1 VAL 501 S BUENA VISTA ST COL City VAL BURBANK COL State VAL CA COL ZipCode VAL 91505 COL County VAL Finney COL PhoneNumber VAL (818) 847-3200 COL CMSRegion VAL 9 COL Condition VAL Hip or knee replacement, amputation or other bone or joint condition  [SEP] COL ZipCode VAL 91505 ",91505,91505
1216,"COL CCN VAL 37T008 COL Facility VAL PROVIDENCE ST JOSEPH MED CTR COL Address1 VAL 501 S BUENA VISTA ST COL City VAL BURBANK COL State VAL CA COL ZipCode VAL 91505 COL County VAL Finney COL PhoneNumber VAL (818) 847-3200 COL CMSRegion VAL 9 COL Condition VAL Hip or knee replacement, amputation or other bone or joint condition  [SEP] COL County VAL Finney ",Los Angeles,Los Angeles
1217,"COL CCN VAL 37T008 COL Facility VAL PROVIDENCE ST JOSEPH MED CTR COL Address1 VAL 501 S BUENA VISTA ST COL City VAL BURBANK COL State VAL CA COL ZipCode VAL 91505 COL County VAL Finney COL PhoneNumber VAL (818) 847-3200 COL CMSRegion VAL 9 COL Condition VAL Hip or knee replacement, amputation or other bone or joint condition  [SEP] COL PhoneNumber VAL (818) 847-3200 ",(818) 847-3200,(502) 596-6346
1218,"COL CCN VAL 37T008 COL Facility VAL PROVIDENCE ST JOSEPH MED CTR COL Address1 VAL 501 S BUENA VISTA ST COL City VAL BURBANK COL State VAL CA COL ZipCode VAL 91505 COL County VAL Finney COL PhoneNumber VAL (818) 847-3200 COL CMSRegion VAL 9 COL Condition VAL Hip or knee replacement, amputation or other bone or joint condition  [SEP] COL CMSRegion VAL 9 ",9,9
1219,COL CCN VAL 05T236 COL Facility VAL  COL Address1 VAL 2975 NORTH SYCAMORE DRIVE COL City VAL SIMI VALLEY COL State VAL CA COL ZipCode VAL 93065 COL County VAL Ventura COL PhoneNumber VAL (951) 246-6500 COL CMSRegion VAL 9 COL Condition VAL All other conditions  [SEP] COL Facility VAL  ,SIMI VALLEY HOSPITAL & HEALTH CARE SVC,UC DAVIS REHABILITATION
1220,COL CCN VAL 05T236 COL Facility VAL  COL Address1 VAL 2975 NORTH SYCAMORE DRIVE COL City VAL SIMI VALLEY COL State VAL CA COL ZipCode VAL 93065 COL County VAL Ventura COL PhoneNumber VAL (951) 246-6500 COL CMSRegion VAL 9 COL Condition VAL All other conditions  [SEP] COL PhoneNumber VAL (951) 246-6500 ,(805) 955-6000,(502) 596-6346
1221,COL CCN VAL 05T236 COL Facility VAL  COL Address1 VAL 2975 NORTH SYCAMORE DRIVE COL City VAL SIMI VALLEY COL State VAL CA COL ZipCode VAL 93065 COL County VAL Ventura COL PhoneNumber VAL (951) 246-6500 COL CMSRegion VAL 9 COL Condition VAL All other conditions  [SEP] COL CMSRegion VAL 9 ,9,9
1222,COL CCN VAL 05T236 COL Facility VAL SIMI VALLEY HOSPITAL & HEALTH CARE SVC COL Address1 VAL 2975 NORTH SYCAMORE DRIVE COL City VAL SIMI VALLEY COL State VAL CA COL ZipCode VAL 93065 COL County VAL Ventura COL PhoneNumber VAL (805) 955-6000 COL CMSRegion VAL  COL Condition VAL Brain disease or condition (non-traumatic)  [SEP] COL CMSRegion VAL  ,9,9
1223,COL CCN VAL 05T236 COL Facility VAL THE REHAB CENTER AT ST. JOSEPHS COL Address1 VAL 2975 NORTH SYCAMORE DRIVE COL City VAL SIMI VALLEY COL State VAL CA COL ZipCode VAL 93065 COL County VAL Ventura COL PhoneNumber VAL (805) 955-6000 COL CMSRegion VAL 5 COL Condition VAL Brain injury (traumatic)  [SEP] COL Facility VAL THE REHAB CENTER AT ST. JOSEPHS ,SIMI VALLEY HOSPITAL & HEALTH CARE SVC,CALIFORNIA MEDICAL CENTER
1224,COL CCN VAL 05T236 COL Facility VAL SMI VALLEY HOSPITAL & HEALTH CARE SVC COL Address1 VAL 2975 NORTH SYCAMORE DRIVE COL City VAL SIMI VALLEY COL State VAL CA COL ZipCode VAL 93065 COL County VAL Ventura COL PhoneNumber VAL (805) 955-6000 COL CMSRegion VAL 9 COL Condition VAL Brain injury (traumatic)  [SEP] COL Facility VAL SMI VALLEY HOSPITAL & HEALTH CARE SVC ,SIMI VALLEY HOSPITAL & HEALTH CARE SVC,SYCAMORE REGIONAL MEDICAL CENTER
1225,COL CCN VAL 05T236 COL Facility VAL SMI VALLEY HOSPITAL & HEALTH CARE SVC COL Address1 VAL 2975 NORTH SYCAMORE DRIVE COL City VAL SIMI VALLEY COL State VAL CA COL ZipCode VAL 93065 COL County VAL Ventura COL PhoneNumber VAL (805) 955-6000 COL CMSRegion VAL 9 COL Condition VAL Brain injury (traumatic)  [SEP] COL CMSRegion VAL 9 ,9,9
1226,COL CCN VAL 05T236 COL Facility VAL  COL Address1 VAL 2975 NORTH SYCAMORE DRIVE COL City VAL SIMI VALLEY COL State VAL CA COL ZipCode VAL 93065 COL County VAL Ventura COL PhoneNumber VAL (805) 955-6000 COL CMSRegion VAL 9 COL Condition VAL Hip or femur fracture  [SEP] COL Facility VAL  ,SIMI VALLEY HOSPITAL & HEALTH CARE SVC,UC DAVIS-SIMI
1227,COL CCN VAL 05T236 COL Facility VAL  COL Address1 VAL 2975 NORTH SYCAMORE DRIVE COL City VAL SIMI VALLEY COL State VAL CA COL ZipCode VAL 93065 COL County VAL Ventura COL PhoneNumber VAL (805) 955-6000 COL CMSRegion VAL 9 COL Condition VAL Hip or femur fracture  [SEP] COL CMSRegion VAL 9 ,9,9
1228,COL CCN VAL 05T236 COL Facility VAL SIMI VALLEY HOSPITAL & HEALTH CARE SVC COL Address1 VAL 2975 NORTH SYCAMORE DRIVE COL City VAL SIMI VALLEY COL State VAL CA COL ZipCode VAL 93065 COL County VAL Ventura COL PhoneNumber VAL (805) 955-6000 COL CMSRegion VAL 9 COL Condition VAL Nervous system disorder (excluding stroke)  [SEP] COL CMSRegion VAL 9 ,9,9
1229,COL CCN VAL 05T236 COL Facility VAL SIMI VALLEY HOSPITAL & HEALTH CARE SVC COL Address1 VAL 2975 NORTH SYCAMORE DRIVE COL City VAL SIMI VALLEY COL State VAL CA COL ZipCode VAL 93065 COL County VAL Vntura COL PhoneNumber VAL  COL CMSRegion VAL 9 COL Condition VAL Spinal cord disease or condition (non-traumatic)  [SEP] COL County VAL Vntura ,Ventura,Simi
1230,COL CCN VAL 05T236 COL Facility VAL SIMI VALLEY HOSPITAL & HEALTH CARE SVC COL Address1 VAL 2975 NORTH SYCAMORE DRIVE COL City VAL SIMI VALLEY COL State VAL CA COL ZipCode VAL 93065 COL County VAL Vntura COL PhoneNumber VAL  COL CMSRegion VAL 9 COL Condition VAL Spinal cord disease or condition (non-traumatic)  [SEP] COL PhoneNumber VAL  ,(805) 955-6000,(502) 596-6346
1231,COL CCN VAL 05T236 COL Facility VAL SIMI VALLEY HOSPITAL & HEALTH CARE SVC COL Address1 VAL 2975 NORTH SYCAMORE DRIVE COL City VAL SIMI VALLEY COL State VAL CA COL ZipCode VAL 93065 COL County VAL Vntura COL PhoneNumber VAL  COL CMSRegion VAL 9 COL Condition VAL Spinal cord disease or condition (non-traumatic)  [SEP] COL CMSRegion VAL 9 ,9,9
1232,COL CCN VAL 0T236 COL Facility VAL SIMI VALLEY HOSPITAL & HEALTH CARE SVC COL Address1 VAL 2975 NORTH SYCAMORE DRIVE COL City VAL SIMI VALLEY COL State VAL CA COL ZipCode VAL 93065 COL County VAL Ventura COL PhoneNumber VAL (805) 955-6000 COL CMSRegion VAL  COL Condition VAL Spinal cord injury (traumatic)  [SEP] COL CCN VAL 0T236 ,05T236,05T239
1233,COL CCN VAL 0T236 COL Facility VAL SIMI VALLEY HOSPITAL & HEALTH CARE SVC COL Address1 VAL 2975 NORTH SYCAMORE DRIVE COL City VAL SIMI VALLEY COL State VAL CA COL ZipCode VAL 93065 COL County VAL Ventura COL PhoneNumber VAL (805) 955-6000 COL CMSRegion VAL  COL Condition VAL Spinal cord injury (traumatic)  [SEP] COL CMSRegion VAL  ,9,9
1234,COL CCN VAL 05T236 COL Facility VAL GLENDALE MEMORIAL HOSPITAL COL Address1 VAL SIMI VALLEY COL City VAL 2975 NORTH SYCAMORE DRIVE COL State VAL CA COL ZipCode VAL 93065 COL County VAL Ventura COL PhoneNumber VAL (805) 955-6000 COL CMSRegion VAL 9 COL Condition VAL Stroke  [SEP] COL Facility VAL GLENDALE MEMORIAL HOSPITAL ,SIMI VALLEY HOSPITAL & HEALTH CARE SVC,SYCAMORE REGIONAL MEDICAL CENTER
1235,COL CCN VAL 05T236 COL Facility VAL GLENDALE MEMORIAL HOSPITAL COL Address1 VAL SIMI VALLEY COL City VAL 2975 NORTH SYCAMORE DRIVE COL State VAL CA COL ZipCode VAL 93065 COL County VAL Ventura COL PhoneNumber VAL (805) 955-6000 COL CMSRegion VAL 9 COL Condition VAL Stroke  [SEP] COL Address1 VAL SIMI VALLEY ,2975 NORTH SYCAMORE DRIVE,530 SYCAMORE AVENUE
1236,COL CCN VAL 05T236 COL Facility VAL GLENDALE MEMORIAL HOSPITAL COL Address1 VAL SIMI VALLEY COL City VAL 2975 NORTH SYCAMORE DRIVE COL State VAL CA COL ZipCode VAL 93065 COL County VAL Ventura COL PhoneNumber VAL (805) 955-6000 COL CMSRegion VAL 9 COL Condition VAL Stroke  [SEP] COL City VAL 2975 NORTH SYCAMORE DRIVE ,SIMI VALLEY,GLENDALE
1237,COL CCN VAL 05T236 COL Facility VAL GLENDALE MEMORIAL HOSPITAL COL Address1 VAL SIMI VALLEY COL City VAL 2975 NORTH SYCAMORE DRIVE COL State VAL CA COL ZipCode VAL 93065 COL County VAL Ventura COL PhoneNumber VAL (805) 955-6000 COL CMSRegion VAL 9 COL Condition VAL Stroke  [SEP] COL CMSRegion VAL 9 ,9,9
1238,COL CCN VAL 05T238 COL Facility VAL METHODIST HOSP S CALIFORNIA COL Address1 VAL 300 W HUNTINGTON DR COL City VAL ARCADIA COL State VAL CA COL ZipCode VAL 9007 COL County VAL Los Angeles COL PhoneNumber VAL (12) 209-8936 COL CMSRegion VAL 9 COL Condition VAL Brain injury (traumatic)  [SEP] COL ZipCode VAL 9007 ,91007,90005
1239,COL CCN VAL 05T238 COL Facility VAL METHODIST HOSP S CALIFORNIA COL Address1 VAL 300 W HUNTINGTON DR COL City VAL ARCADIA COL State VAL CA COL ZipCode VAL 9007 COL County VAL Los Angeles COL PhoneNumber VAL (12) 209-8936 COL CMSRegion VAL 9 COL Condition VAL Brain injury (traumatic)  [SEP] COL PhoneNumber VAL (12) 209-8936 ,(412) 209-8936,(502) 596-6346
1240,COL CCN VAL 05T238 COL Facility VAL METHODIST HOSP S CALIFORNIA COL Address1 VAL 300 W HUNTINGTON DR COL City VAL ARCADIA COL State VAL C COL ZipCode VAL 91007 COL County VAL Los Angeles COL PhoneNumber VAL (412) 209-8936 COL CMSRegion VAL 9 COL Condition VAL Nervous system disorder (excluding stroke)  [SEP] COL State VAL C ,CA,CA
1241,COL CCN VAL 01T139 COL Facility VAL METHODIST HOSP S CALIFORNIA COL Address1 VAL 300 W HUNTINGTON DR COL City VAL ARCADIA COL State VAL CA COL ZipCode VAL 91007 COL County VAL Los Angeles COL PhoneNumber VAL (412) 209-8936 COL CMSRegion VAL 9 COL Condition VAL Stroke  [SEP] COL Facility VAL METHODIST HOSP S CALIFORNIA ,METHODIST HOSP S CALIFORNIA,UC LOS ANGELES MEMORIAL HOSPITAL
1242,COL CCN VAL 01T139 COL Facility VAL METHODIST HOSP S CALIFORNIA COL Address1 VAL 300 W HUNTINGTON DR COL City VAL ARCADIA COL State VAL CA COL ZipCode VAL 91007 COL County VAL Los Angeles COL PhoneNumber VAL (412) 209-8936 COL CMSRegion VAL 9 COL Condition VAL Stroke  [SEP] COL Address1 VAL 300 W HUNTINGTON DR ,300 W HUNTINGTON DR,900 EAST MEMORIAL HOSPITAL
1243,COL CCN VAL 01T139 COL Facility VAL METHODIST HOSP S CALIFORNIA COL Address1 VAL 300 W HUNTINGTON DR COL City VAL ARCADIA COL State VAL CA COL ZipCode VAL 91007 COL County VAL Los Angeles COL PhoneNumber VAL (412) 209-8936 COL CMSRegion VAL 9 COL Condition VAL Stroke  [SEP] COL City VAL ARCADIA ,ARCADIA,LOS ANGELES
1244,COL CCN VAL 01T139 COL Facility VAL METHODIST HOSP S CALIFORNIA COL Address1 VAL 300 W HUNTINGTON DR COL City VAL ARCADIA COL State VAL CA COL ZipCode VAL 91007 COL County VAL Los Angeles COL PhoneNumber VAL (412) 209-8936 COL CMSRegion VAL 9 COL Condition VAL Stroke  [SEP] COL State VAL CA ,CA,CA
1245,COL CCN VAL 01T139 COL Facility VAL METHODIST HOSP S CALIFORNIA COL Address1 VAL 300 W HUNTINGTON DR COL City VAL ARCADIA COL State VAL CA COL ZipCode VAL 91007 COL County VAL Los Angeles COL PhoneNumber VAL (412) 209-8936 COL CMSRegion VAL 9 COL Condition VAL Stroke  [SEP] COL ZipCode VAL 91007 ,91007,90011
1246,COL CCN VAL 01T139 COL Facility VAL METHODIST HOSP S CALIFORNIA COL Address1 VAL 300 W HUNTINGTON DR COL City VAL ARCADIA COL State VAL CA COL ZipCode VAL 91007 COL County VAL Los Angeles COL PhoneNumber VAL (412) 209-8936 COL CMSRegion VAL 9 COL Condition VAL Stroke  [SEP] COL County VAL Los Angeles ,Los Angeles,Los Angeles
1247,COL CCN VAL 01T139 COL Facility VAL METHODIST HOSP S CALIFORNIA COL Address1 VAL 300 W HUNTINGTON DR COL City VAL ARCADIA COL State VAL CA COL ZipCode VAL 91007 COL County VAL Los Angeles COL PhoneNumber VAL (412) 209-8936 COL CMSRegion VAL 9 COL Condition VAL Stroke  [SEP] COL PhoneNumber VAL (412) 209-8936 ,(412) 209-8936,(502) 596-6346
1248,COL CCN VAL 01T139 COL Facility VAL METHODIST HOSP S CALIFORNIA COL Address1 VAL 300 W HUNTINGTON DR COL City VAL ARCADIA COL State VAL CA COL ZipCode VAL 91007 COL County VAL Los Angeles COL PhoneNumber VAL (412) 209-8936 COL CMSRegion VAL 9 COL Condition VAL Stroke  [SEP] COL CMSRegion VAL 9 ,9,9
1249,COL CCN VAL 05T239 COL Facility VAL ADVENTIST HEALTH - GLENDALE COL Address1 VAL 1509 WILSON TERRACE COL City VAL  COL State VAL CA COL ZipCode VAL 91206 COL County VAL Los Angeles COL PhoneNumber VAL (818) 409-8071 COL CMSRegion VAL 9 COL Condition VAL Bain disease or condition (non-traumatic)  [SEP] COL City VAL  ,GLENDALE,GLENDALE
1250,COL CCN VAL 05T239 COL Facility VAL  COL Address1 VAL 1509 WILSON TERRACE COL City VAL GLENDALE COL State VAL CA COL ZipCode VAL  COL County VAL Los Angeles COL PhoneNumber VAL (818) 409-8071 COL CMSRegion VAL 9 COL Condition VAL Hip or femur fracture  [SEP] COL Facility VAL  ,ADVENTIST HEALTH - GLENDALE,GLENDALE GENERAL HOSPITAL
1251,COL CCN VAL 05T239 COL Facility VAL  COL Address1 VAL 1509 WILSON TERRACE COL City VAL GLENDALE COL State VAL CA COL ZipCode VAL  COL County VAL Los Angeles COL PhoneNumber VAL (818) 409-8071 COL CMSRegion VAL 9 COL Condition VAL Hip or femur fracture  [SEP] COL ZipCode VAL  ,91206,91102
1252,COL CCN VAL 05T239 COL Facility VAL ADVENTIST HEALTH - GLENDALE COL Address1 VAL 1509 WILSON TERRACE COL City VAL JONESBORO COL State VAL CA COL ZipCode VAL 91206 COL County VAL Los Angeles COL PhoneNumber VAL (818) 409-8071 COL CMSRegion VAL 9 COL Condition VAL Spinal cord disease or condition (non-traumatic)  [SEP] COL City VAL JONESBORO ,GLENDALE,GLENDALE
1253,COL CCN VAL 05T239 COL Facility VAL REUNION REHABILITATION HOSPITAL DENVER COL Address1 VAL 1509 WILSON TERRACE COL City VAL GLENDALE COL State VAL IN COL ZipCode VAL 91206 COL County VAL Los Angeles COL PhoneNumber VAL (818) 409-8071 COL CMSRegion VAL 9 COL Condition VAL Spinal cord injury (traumatic)  [SEP] COL Facility VAL REUNION REHABILITATION HOSPITAL DENVER ,ADVENTIST HEALTH - GLENDALE,GLENDALE GENERAL HOSPITAL
1254,COL CCN VAL 05T239 COL Facility VAL REUNION REHABILITATION HOSPITAL DENVER COL Address1 VAL 1509 WILSON TERRACE COL City VAL GLENDALE COL State VAL IN COL ZipCode VAL 91206 COL County VAL Los Angeles COL PhoneNumber VAL (818) 409-8071 COL CMSRegion VAL 9 COL Condition VAL Spinal cord injury (traumatic)  [SEP] COL State VAL IN ,CA,CA
1255,"COL CCN VAL 37T019 COL Facility VAL  COL Address1 VAL 1555 SOQUEL DRIVE COL City VAL SANTA CRUZ COL State VAL CA COL ZipCode VAL 95065 COL County VAL Santa Cruz COL PhoneNumber VAL (831) 462-7300 COL CMSRegion VAL 9 COL Condition VAL Hip or knee replacement, amputation or other bone or joint condition  [SEP] COL Facility VAL  ",DOMINICAN HOSPITAL,UC DAVIS Health System
1256,"COL CCN VAL 37T019 COL Facility VAL  COL Address1 VAL 1555 SOQUEL DRIVE COL City VAL SANTA CRUZ COL State VAL CA COL ZipCode VAL 95065 COL County VAL Santa Cruz COL PhoneNumber VAL (831) 462-7300 COL CMSRegion VAL 9 COL Condition VAL Hip or knee replacement, amputation or other bone or joint condition  [SEP] COL Address1 VAL 1555 SOQUEL DRIVE ",1555 SOQUEL DRIVE,900 EAST BROADWAY
1257,"COL CCN VAL 37T019 COL Facility VAL  COL Address1 VAL 1555 SOQUEL DRIVE COL City VAL SANTA CRUZ COL State VAL CA COL ZipCode VAL 95065 COL County VAL Santa Cruz COL PhoneNumber VAL (831) 462-7300 COL CMSRegion VAL 9 COL Condition VAL Hip or knee replacement, amputation or other bone or joint condition  [SEP] COL City VAL SANTA CRUZ ",SANTA CRUZ,VALLEJO
1258,"COL CCN VAL 37T019 COL Facility VAL  COL Address1 VAL 1555 SOQUEL DRIVE COL City VAL SANTA CRUZ COL State VAL CA COL ZipCode VAL 95065 COL County VAL Santa Cruz COL PhoneNumber VAL (831) 462-7300 COL CMSRegion VAL 9 COL Condition VAL Hip or knee replacement, amputation or other bone or joint condition  [SEP] COL State VAL CA ",CA,CA
1259,"COL CCN VAL 37T019 COL Facility VAL  COL Address1 VAL 1555 SOQUEL DRIVE COL City VAL SANTA CRUZ COL State VAL CA COL ZipCode VAL 95065 COL County VAL Santa Cruz COL PhoneNumber VAL (831) 462-7300 COL CMSRegion VAL 9 COL Condition VAL Hip or knee replacement, amputation or other bone or joint condition  [SEP] COL ZipCode VAL 95065 ",95065,95405
1260,"COL CCN VAL 37T019 COL Facility VAL  COL Address1 VAL 1555 SOQUEL DRIVE COL City VAL SANTA CRUZ COL State VAL CA COL ZipCode VAL 95065 COL County VAL Santa Cruz COL PhoneNumber VAL (831) 462-7300 COL CMSRegion VAL 9 COL Condition VAL Hip or knee replacement, amputation or other bone or joint condition  [SEP] COL County VAL Santa Cruz ",Santa Cruz,Los Angeles
1261,"COL CCN VAL 37T019 COL Facility VAL  COL Address1 VAL 1555 SOQUEL DRIVE COL City VAL SANTA CRUZ COL State VAL CA COL ZipCode VAL 95065 COL County VAL Santa Cruz COL PhoneNumber VAL (831) 462-7300 COL CMSRegion VAL 9 COL Condition VAL Hip or knee replacement, amputation or other bone or joint condition  [SEP] COL PhoneNumber VAL (831) 462-7300 ",(831) 462-7300,(502) 596-6346
1262,"COL CCN VAL 37T019 COL Facility VAL  COL Address1 VAL 1555 SOQUEL DRIVE COL City VAL SANTA CRUZ COL State VAL CA COL ZipCode VAL 95065 COL County VAL Santa Cruz COL PhoneNumber VAL (831) 462-7300 COL CMSRegion VAL 9 COL Condition VAL Hip or knee replacement, amputation or other bone or joint condition  [SEP] COL CMSRegion VAL 9 ",9,9
1263,COL CCN VAL  COL Facility VAL DOMINICAN HOSPITAL COL Address1 VAL 1555 SOQUEL DRIVE COL City VAL SANTA CRUZ COL State VAL CA COL ZipCode VAL 95065 COL County VAL Santa Cruz COL PhoneNumber VAL (831) 462-7300 COL CMSRegion VAL 9 COL Condition VAL Nervous system disorder (excluding stroke)  [SEP] COL CCN VAL  ,05T242,05T239
