,source_text,target_text,predict
321,COL CCN VAL 05T103 COL Facility VAL EVANGELICAL COMMUNITY HOSPITAL COL Address1 VAL 1720 EAST CESAR CHAVEZ AVENUE COL City VAL LOS ANGELOS COL State VAL CA COL ZipCode VAL 90033 COL County VAL Los Angeles COL PhoneNumber VAL (323) 268-5000 COL CMSRegion VAL 9 COL Condition VAL Spinal cord injury (traumatic)  [SEP] COL Facility VAL EVANGELICAL COMMUNITY HOSPITAL ,WHITE MEMORIAL MEDICAL CENTER,CALIFORNIA MEDICAL CENTER
322,"COL CCN VAL 05T103 COL Facility VAL WHITE MEMORIAL MEDICAL CENTER COL Address1 VAL 1221 S. GEAR AVE. COL City VAL LOS ANGELOS COL State VAL CA COL ZipCode VAL 90033 COL County VAL Los Angeles COL PhoneNumber VAL (323) 268-5000 COL CMSRegion VAL 9 COL Condition VAL Hip or knee replacement, amputation or other bone or joint condition  [SEP] COL Address1 VAL 1221 S. GEAR AVE. ",1720 EAST CESAR CHAVEZ AVENUE,900 EAST SUMMIT ST.
323,COL CCN VAL 05T103 COL Facility VAL WHITE MEMORIAL MEDICAL CENTER COL Address1 VAL 1720 EAST CESAR CHAVEZ AVENUE COL City VAL 2155 DANA AVENUE COL State VAL CA COL ZipCode VAL 90033 COL County VAL Los Angeles COL PhoneNumber VAL (323) 268-5000 COL CMSRegion VAL 9 COL Condition VAL Spinal cord disease or condition (non-traumatic)  [SEP] COL City VAL 2155 DANA AVENUE ,LOS ANGELOS,LOS ANGELOS
324,COL CCN VAL 05T103 COL Facility VAL WHITE MEMORIAL MEDICAL CENTER COL Address1 VAL 1720 EAST CESAR CHAVEZ AVENUE COL City VAL LOS ANGELOS COL State VAL L COL ZipCode VAL 90033 COL County VAL Los Angeles COL PhoneNumber VAL (323) 268-5000 COL CMSRegion VAL 9 COL Condition VAL Spinal cord injury (traumatic)  [SEP] COL State VAL L ,CA,CA
325,COL CCN VAL 05T103 COL Facility VAL WHITE MEMORIAL MEDICAL CENTER COL Address1 VAL 1720 EAST CESAR CHAVEZ AVENUE COL City VAL LOS ANGELOS COL State VAL CA COL ZipCode VAL 45801 COL County VAL Los Angeles COL PhoneNumber VAL (323) 268-5000 COL CMSRegion VAL 9 COL Condition VAL Spinal cord injury (traumatic)  [SEP] COL ZipCode VAL 45801 ,90033,90025
326,COL CCN VAL 05T103 COL Facility VAL WHITE MEMORIAL MEDICAL CENTER COL Address1 VAL 1720 EAST CESAR CHAVEZ AVENUE COL City VAL LOS ANGELOS COL State VAL CA COL ZipCode VAL 90033 COL County VAL Allen COL PhoneNumber VAL (323) 268-5000 COL CMSRegion VAL 9 COL Condition VAL Spinal cord disease or condition (non-traumatic)  [SEP] COL County VAL Allen ,Los Angeles,Los Angeles
327,COL CCN VAL 05T103 COL Facility VAL WHITE MEMORIAL MEDICAL CENTER COL Address1 VAL 1720 EAST CESAR CHAVEZ AVENUE COL City VAL LOS ANGELOS COL State VAL CA COL ZipCode VAL 90033 COL County VAL Los Angeles COL PhoneNumber VAL (937) 424-8200 COL CMSRegion VAL 9 COL Condition VAL Spinal cord disease or condition (non-traumatic)  [SEP] COL PhoneNumber VAL (937) 424-8200 ,(323) 268-5000,(502) 596-6346
328,COL CCN VAL 05T103 COL Facility VAL WHITE MEMORIAL MEDICAL CENTER COL Address1 VAL 1720 EAST CESAR CHAVEZ AVENUE COL City VAL LOS ANGELOS COL State VAL CA COL ZipCode VAL 90033 COL County VAL Los Angeles COL PhoneNumber VAL (323) 268-5000 COL CMSRegion VAL 3 COL Condition VAL Spinal cord injury (traumatic)  [SEP] COL CMSRegion VAL 3 ,9,9
329,"COL CCN VAL 05T103 COL Facility VAL WHITE MEMORIAL MEDICAL CENTER COL Address1 VAL 1720 EAST CESAR CHAVEZ AVENUE COL City VAL LOS ANGELOS COL State VAL CA COL ZipCode VAL 90033 COL County VAL Los Angeles COL PhoneNumber VAL (323) 268-5000 COL CMSRegion VAL 9 COL Condition VAL Hip or knee replacement, amputation or other bone or joint condition  [SEP] COL Condition VAL Hip or knee replacement, amputation or other bone or joint condition ",Spinal cord injury (traumatic),Nervous system disorder (excluding stroke)
330,COL CCN VAL 33T307 COL Facility VAL MARIAN REGIONAL MEDICAL CENTER COL Address1 VAL 1400 E CHURCH STREET COL City VAL SANTA MARIA COL State VAL CA COL ZipCode VAL 93454 COL County VAL Santa Barbara COL PhoneNumber VAL (502) 596-6346 COL CMSRegion VAL 9 COL Condition VAL All other conditions  [SEP] COL CCN VAL 33T307 ,05T107,05T258
331,"COL CCN VAL 05T107 COL Facility VAL KESSLER INSTITUTE FOR REHABILITATION,INC COL Address1 VAL 1400 E CHURCH STREET COL City VAL SANTA MARIA COL State VAL CA COL ZipCode VAL 93454 COL County VAL Santa Barbara COL PhoneNumber VAL (502) 596-6346 COL CMSRegion VAL 9 COL Condition VAL Brain injury (traumatic)  [SEP] COL Facility VAL KESSLER INSTITUTE FOR REHABILITATION,INC ",MARIAN REGIONAL MEDICAL CENTER,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SANTA MARIA
332,COL CCN VAL 05T107 COL Facility VAL MARIAN REGIONAL MEDICAL CENTER COL Address1 VAL 901 WEST 24TH STREET COL City VAL SANTA MARIA COL State VAL CA COL ZipCode VAL 93454 COL County VAL Santa Barbara COL PhoneNumber VAL (502) 596-6346 COL CMSRegion VAL 9 COL Condition VAL All other conditions  [SEP] COL Address1 VAL 901 WEST 24TH STREET ,1400 E CHURCH STREET,1300 EAST CENTURY PARKWAY
333,COL CCN VAL 05T107 COL Facility VAL MARIAN REGIONAL MEDICAL CENTER COL Address1 VAL 1400 E CHURCH STREET COL City VAL BERWYN COL State VAL CA COL ZipCode VAL 93454 COL County VAL Santa Barbara COL PhoneNumber VAL (502) 596-6346 COL CMSRegion VAL 9 COL Condition VAL Brain injury (traumatic)  [SEP] COL City VAL BERWYN ,SANTA MARIA,SANTA MARIA
334,COL CCN VAL 05T107 COL Facility VAL MARIAN REGIONAL MEDICAL CENTER COL Address1 VAL 1400 E CHURCH STREET COL City VAL SANTA MARIA COL State VAL MN COL ZipCode VAL 93454 COL County VAL Santa Barbara COL PhoneNumber VAL (502) 596-6346 COL CMSRegion VAL 9 COL Condition VAL Brain injury (traumatic)  [SEP] COL State VAL MN ,CA,CA
335,COL CCN VAL 05T107 COL Facility VAL MARIAN REGIONAL MEDICAL CENTER COL Address1 VAL 1400 E CHURCH STREET COL City VAL SANTA MARIA COL State VAL CA COL ZipCode VAL 43616 COL County VAL Santa Barbara COL PhoneNumber VAL (502) 596-6346 COL CMSRegion VAL 9 COL Condition VAL All other conditions  [SEP] COL ZipCode VAL 43616 ,93454,95405
336,COL CCN VAL 05T107 COL Facility VAL MARIAN REGIONAL MEDICAL CENTER COL Address1 VAL 1400 E CHURCH STREET COL City VAL SANTA MARIA COL State VAL CA COL ZipCode VAL 93454 COL County VAL Vlusia COL PhoneNumber VAL (502) 596-6346 COL CMSRegion VAL 9 COL Condition VAL All other conditions  [SEP] COL County VAL Vlusia ,Santa Barbara,Santa Barbara
337,COL CCN VAL 05T107 COL Facility VAL MARIAN REGIONAL MEDICAL CENTER COL Address1 VAL 1400 E CHURCH STREET COL City VAL SANTA MARIA COL State VAL CA COL ZipCode VAL 93454 COL County VAL Santa Barbara COL PhoneNumber VAL (501) 585-2000 COL CMSRegion VAL 9 COL Condition VAL Spinal cord disease or condition (non-traumatic)  [SEP] COL PhoneNumber VAL (501) 585-2000 ,(502) 596-6346,(502) 596-6346
338,COL CCN VAL 05T107 COL Facility VAL MARIAN REGIONAL MEDICAL CENTER COL Address1 VAL 1400 E CHURCH STREET COL City VAL SANTA MARIA COL State VAL CA COL ZipCode VAL 93454 COL County VAL Santa Barbara COL PhoneNumber VAL (502) 596-6346 COL CMSRegion VAL 3 COL Condition VAL Spinal cord disease or condition (non-traumatic)  [SEP] COL CMSRegion VAL 3 ,9,9
339,COL CCN VAL 05T107 COL Facility VAL MARIAN REGIONAL MEDICAL CENTER COL Address1 VAL 1400 E CHURCH STREET COL City VAL SANTA MARIA COL State VAL CA COL ZipCode VAL 93454 COL County VAL Santa Barbara COL PhoneNumber VAL (502) 596-6346 COL CMSRegion VAL 9 COL Condition VAL   [SEP] COL Condition VAL  ,All other conditions,"Hip or knee replacement, amputation or other bone or joint condition"
340,COL CCN VAL 1T006 COL Facility VAL NORTHRIDGE HOSPITAL MEDICAL CENTER COL Address1 VAL 18300 ROSCOE BLVD. COL City VAL NORTHRIDGE COL State VAL CA COL ZipCode VAL 91328 COL County VAL Los Angeles COL PhoneNumber VAL (818) 885-8500 COL CMSRegion VAL 9 COL Condition VAL Hip or femur fracture  [SEP] COL CCN VAL 1T006 ,05T116,05T258
341,COL CCN VAL 05T116 COL Facility VAL SOUTHWESTERN MEDICAL CENTER COL Address1 VAL 18300 ROSCOE BLVD. COL City VAL NORTHRIDGE COL State VAL CA COL ZipCode VAL 91328 COL County VAL Los Angeles COL PhoneNumber VAL (818) 885-8500 COL CMSRegion VAL 9 COL Condition VAL Hip or femur fracture  [SEP] COL Facility VAL SOUTHWESTERN MEDICAL CENTER ,NORTHRIDGE HOSPITAL MEDICAL CENTER,NORTHRIDGE MEDICAL CENTER
342,COL CCN VAL 05T116 COL Facility VAL NORTHRIDGE HOSPITAL MEDICAL CENTER COL Address1 VAL LONDON COL City VAL NORTHRIDGE COL State VAL CA COL ZipCode VAL 91328 COL County VAL Los Angeles COL PhoneNumber VAL (818) 885-8500 COL CMSRegion VAL 9 COL Condition VAL Hip or femur fracture  [SEP] COL Address1 VAL LONDON ,18300 ROSCOE BLVD.,900 WEST 3RD STREET
343,COL CCN VAL 05T116 COL Facility VAL NORTHRIDGE HOSPITAL MEDICAL CENTER COL Address1 VAL 18300 ROSCOE BLVD. COL City VAL TAVERSE CITY COL State VAL CA COL ZipCode VAL 91328 COL County VAL Los Angeles COL PhoneNumber VAL (818) 885-8500 COL CMSRegion VAL 9 COL Condition VAL Spinal cord disease or condition (non-traumatic)  [SEP] COL City VAL TAVERSE CITY ,NORTHRIDGE,NORTHRIDGE
344,COL CCN VAL 05T116 COL Facility VAL NORTHRIDGE HOSPITAL MEDICAL CENTER COL Address1 VAL 18300 ROSCOE BLVD. COL City VAL NORTHRIDGE COL State VAL K COL ZipCode VAL 91328 COL County VAL Los Angeles COL PhoneNumber VAL (818) 885-8500 COL CMSRegion VAL 9 COL Condition VAL Hip or femur fracture  [SEP] COL State VAL K ,CA,CA
345,COL CCN VAL 05T116 COL Facility VAL NORTHRIDGE HOSPITAL MEDICAL CENTER COL Address1 VAL 18300 ROSCOE BLVD. COL City VAL NORTHRIDGE COL State VAL CA COL ZipCode VAL 7901 COL County VAL Los Angeles COL PhoneNumber VAL (818) 885-8500 COL CMSRegion VAL 9 COL Condition VAL Brain disease or condition (non-traumatic)  [SEP] COL ZipCode VAL 7901 ,91328,91102
346,COL CCN VAL 05T116 COL Facility VAL NORTHRIDGE HOSPITAL MEDICAL CENTER COL Address1 VAL 18300 ROSCOE BLVD. COL City VAL NORTHRIDGE COL State VAL CA COL ZipCode VAL 91328 COL County VAL Luzerne COL PhoneNumber VAL (818) 885-8500 COL CMSRegion VAL 9 COL Condition VAL Spinal cord disease or condition (non-traumatic)  [SEP] COL County VAL Luzerne ,Los Angeles,Los Angeles
347,COL CCN VAL 05T116 COL Facility VAL NORTHRIDGE HOSPITAL MEDICAL CENTER COL Address1 VAL 18300 ROSCOE BLVD. COL City VAL NORTHRIDGE COL State VAL CA COL ZipCode VAL 91328 COL County VAL Los Angeles COL PhoneNumber VAL (504) 930-3500 COL CMSRegion VAL 9 COL Condition VAL Hip or femur fracture  [SEP] COL PhoneNumber VAL (504) 930-3500 ,(818) 885-8500,(502) 596-6346
348,COL CCN VAL 05T116 COL Facility VAL NORTHRIDGE HOSPITAL MEDICAL CENTER COL Address1 VAL 18300 ROSCOE BLVD. COL City VAL NORTHRIDGE COL State VAL CA COL ZipCode VAL 91328 COL County VAL Los Angeles COL PhoneNumber VAL (818) 885-8500 COL CMSRegion VAL 5 COL Condition VAL Brain disease or condition (non-traumatic)  [SEP] COL CMSRegion VAL 5 ,9,9
349,COL CCN VAL 05T116 COL Facility VAL NORTHRIDGE HOSPITAL MEDICAL CENTER COL Address1 VAL 18300 ROSCOE BLVD. COL City VAL NORTHRIDGE COL State VAL CA COL ZipCode VAL 91328 COL County VAL Los Angeles COL PhoneNumber VAL (818) 885-8500 COL CMSRegion VAL 9 COL Condition VAL Spinal cord injury (traumatic)  [SEP] COL Condition VAL Spinal cord injury (traumatic) ,Stroke,"Hip or knee replacement, amputation or other bone or joint condition"
350,COL CCN VAL 11T038 COL Facility VAL VALLEY PRESBYTERIAN HOSPITAL REHABILITATION CENTER COL Address1 VAL 15107 VANOWEN STREET COL City VAL VAN NUYS COL State VAL CA COL ZipCode VAL 91405 COL County VAL Los Angeles COL PhoneNumber VAL (502) 596-6346 COL CMSRegion VAL 9 COL Condition VAL Spinal cord injury (traumatic)  [SEP] COL CCN VAL 11T038 ,05T126,05T258
351,"COL CCN VAL 05T126 COL Facility VAL ENCOMPASS HEALTH REHABILITATION HOSPITAL OF YORK, COL Address1 VAL 15107 VANOWEN STREET COL City VAL VAN NUYS COL State VAL CA COL ZipCode VAL 91405 COL County VAL Los Angeles COL PhoneNumber VAL (502) 596-6346 COL CMSRegion VAL 9 COL Condition VAL Brain injury (traumatic)  [SEP] COL Facility VAL ENCOMPASS HEALTH REHABILITATION HOSPITAL OF YORK, ",VALLEY PRESBYTERIAN HOSPITAL REHABILITATION CENTER,VAN NUYS MEDICAL CENTER
352,COL CCN VAL 05T126 COL Facility VAL VALLEY PRESBYTERIAN HOSPITAL REHABILITATION CENTER COL Address1 VAL 5101 WILLOW SPRINGS RD COL City VAL VAN NUYS COL State VAL CA COL ZipCode VAL 91405 COL County VAL Los Angeles COL PhoneNumber VAL (502) 596-6346 COL CMSRegion VAL 9 COL Condition VAL Brain injury (traumatic)  [SEP] COL Address1 VAL 5101 WILLOW SPRINGS RD ,15107 VANOWEN STREET,900 WESTWOOD AVENUE
353,COL CCN VAL 05T126 COL Facility VAL VALLEY PRESBYTERIAN HOSPITAL REHABILITATION CENTER COL Address1 VAL 15107 VANOWEN STREET COL City VAL 4725 NORTH FEDERAL HIGHWAY COL State VAL CA COL ZipCode VAL 91405 COL County VAL Los Angeles COL PhoneNumber VAL (502) 596-6346 COL CMSRegion VAL 9 COL Condition VAL Brain disease or condition (non-traumatic)  [SEP] COL City VAL 4725 NORTH FEDERAL HIGHWAY ,VAN NUYS,VAN NUYS
354,COL CCN VAL 05T126 COL Facility VAL VALLEY PRESBYTERIAN HOSPITAL REHABILITATION CENTER COL Address1 VAL 15107 VANOWEN STREET COL City VAL VAN NUYS COL State VAL  COL ZipCode VAL 91405 COL County VAL Los Angeles COL PhoneNumber VAL (502) 596-6346 COL CMSRegion VAL 9 COL Condition VAL Brain disease or condition (non-traumatic)  [SEP] COL State VAL  ,CA,CA
355,COL CCN VAL 05T126 COL Facility VAL VALLEY PRESBYTERIAN HOSPITAL REHABILITATION CENTER COL Address1 VAL 15107 VANOWEN STREET COL City VAL VAN NUYS COL State VAL CA COL ZipCode VAL 88240 COL County VAL Los Angeles COL PhoneNumber VAL (502) 596-6346 COL CMSRegion VAL 9 COL Condition VAL Stroke  [SEP] COL ZipCode VAL 88240 ,91405,91102
356,COL CCN VAL 05T126 COL Facility VAL VALLEY PRESBYTERIAN HOSPITAL REHABILITATION CENTER COL Address1 VAL 15107 VANOWEN STREET COL City VAL VAN NUYS COL State VAL CA COL ZipCode VAL 91405 COL County VAL Linn COL PhoneNumber VAL (502) 596-6346 COL CMSRegion VAL 9 COL Condition VAL Brain injury (traumatic)  [SEP] COL County VAL Linn ,Los Angeles,Los Angeles
357,COL CCN VAL 05T126 COL Facility VAL VALLEY PRESBYTERIAN HOSPITAL REHABILITATION CENTER COL Address1 VAL 15107 VANOWEN STREET COL City VAL VAN NUYS COL State VAL CA COL ZipCode VAL 91405 COL County VAL Los Angeles COL PhoneNumber VAL (318) 449-1370 COL CMSRegion VAL 9 COL Condition VAL Stroke  [SEP] COL PhoneNumber VAL (318) 449-1370 ,(502) 596-6346,(502) 596-6346
358,COL CCN VAL 05T126 COL Facility VAL VALLEY PRESBYTERIAN HOSPITAL REHABILITATION CENTER COL Address1 VAL 15107 VANOWEN STREET COL City VAL VAN NUYS COL State VAL CA COL ZipCode VAL 91405 COL County VAL Los Angeles COL PhoneNumber VAL (502) 596-6346 COL CMSRegion VAL 4 COL Condition VAL Stroke  [SEP] COL CMSRegion VAL 4 ,9,9
359,COL CCN VAL 05T126 COL Facility VAL VALLEY PRESBYTERIAN HOSPITAL REHABILITATION CENTER COL Address1 VAL 15107 VANOWEN STREET COL City VAL VAN NUYS COL State VAL CA COL ZipCode VAL 91405 COL County VAL Los Angeles COL PhoneNumber VAL (502) 596-6346 COL CMSRegion VAL 9 COL Condition VAL   [SEP] COL Condition VAL  ,Stroke,Nervous system disorder (excluding stroke)
360,"COL CCN VAL 2T275 COL Facility VAL SOUTHERN CALIFORNIA HOSPITAL AT CULVER CITY COL Address1 VAL 3828 DELMAS TERRACE COL City VAL CULVER CITY COL State VAL CA COL ZipCode VAL 90231 COL County VAL Los Angeles COL PhoneNumber VAL (310) 202-4777 COL CMSRegion VAL 9 COL Condition VAL Hip or knee replacement, amputation or other bone or joint condition  [SEP] COL CCN VAL 2T275 ",05T135,05T239
361,"COL CCN VAL 05T135 COL Facility VAL REHABILITATION HOSPITAL OF NEWNAN COL Address1 VAL 3828 DELMAS TERRACE COL City VAL CULVER CITY COL State VAL CA COL ZipCode VAL 90231 COL County VAL Los Angeles COL PhoneNumber VAL (310) 202-4777 COL CMSRegion VAL 9 COL Condition VAL Hip or knee replacement, amputation or other bone or joint condition  [SEP] COL Facility VAL REHABILITATION HOSPITAL OF NEWNAN ",SOUTHERN CALIFORNIA HOSPITAL AT CULVER CITY,CULVER CITY REGIONAL MEDICAL CENTER
362,COL CCN VAL 05T135 COL Facility VAL SOUTHERN CALIFORNIA HOSPITAL AT CULVER CITY COL Address1 VAL OE HOSPITAL DR COL City VAL CULVER CITY COL State VAL CA COL ZipCode VAL 90231 COL County VAL Los Angeles COL PhoneNumber VAL (310) 202-4777 COL CMSRegion VAL 9 COL Condition VAL Spinal cord disease or condition (non-traumatic)  [SEP] COL Address1 VAL OE HOSPITAL DR ,3828 DELMAS TERRACE,900 SOUTH BEND RD.
363,COL CCN VAL 05T135 COL Facility VAL SOUTHERN CALIFORNIA HOSPITAL AT CULVER CITY COL Address1 VAL 3828 DELMAS TERRACE COL City VAL GLEN COVE COL State VAL CA COL ZipCode VAL 90231 COL County VAL Los Angeles COL PhoneNumber VAL (310) 202-4777 COL CMSRegion VAL 9 COL Condition VAL Brain disease or condition (non-traumatic)  [SEP] COL City VAL GLEN COVE ,CULVER CITY,CULVER CITY
364,"COL CCN VAL 05T135 COL Facility VAL SOUTHERN CALIFORNIA HOSPITAL AT CULVER CITY COL Address1 VAL 3828 DELMAS TERRACE COL City VAL CULVER CITY COL State VAL MO COL ZipCode VAL 90231 COL County VAL Los Angeles COL PhoneNumber VAL (310) 202-4777 COL CMSRegion VAL 9 COL Condition VAL Hip or knee replacement, amputation or other bone or joint condition  [SEP] COL State VAL MO ",CA,CA
365,"COL CCN VAL 05T135 COL Facility VAL SOUTHERN CALIFORNIA HOSPITAL AT CULVER CITY COL Address1 VAL 3828 DELMAS TERRACE COL City VAL CULVER CITY COL State VAL CA COL ZipCode VAL 58701 COL County VAL Los Angeles COL PhoneNumber VAL (310) 202-4777 COL CMSRegion VAL 9 COL Condition VAL Hip or knee replacement, amputation or other bone or joint condition  [SEP] COL ZipCode VAL 58701 ",90231,91405
366,"COL CCN VAL 05T135 COL Facility VAL SOUTHERN CALIFORNIA HOSPITAL AT CULVER CITY COL Address1 VAL 3828 DELMAS TERRACE COL City VAL CULVER CITY COL State VAL CA COL ZipCode VAL 90231 COL County VAL By COL PhoneNumber VAL (310) 202-4777 COL CMSRegion VAL 9 COL Condition VAL Hip or knee replacement, amputation or other bone or joint condition  [SEP] COL County VAL By ",Los Angeles,Los Angeles
367,COL CCN VAL 05T135 COL Facility VAL SOUTHERN CALIFORNIA HOSPITAL AT CULVER CITY COL Address1 VAL 3828 DELMAS TERRACE COL City VAL CULVER CITY COL State VAL CA COL ZipCode VAL 90231 COL County VAL Los Angeles COL PhoneNumber VAL (352) 282-4000 COL CMSRegion VAL 9 COL Condition VAL Spinal cord disease or condition (non-traumatic)  [SEP] COL PhoneNumber VAL (352) 282-4000 ,(310) 202-4777,(502) 596-6346
368,"COL CCN VAL 05T135 COL Facility VAL SOUTHERN CALIFORNIA HOSPITAL AT CULVER CITY COL Address1 VAL 3828 DELMAS TERRACE COL City VAL CULVER CITY COL State VAL CA COL ZipCode VAL 90231 COL County VAL Los Angeles COL PhoneNumber VAL (310) 202-4777 COL CMSRegion VAL 2 COL Condition VAL Hip or knee replacement, amputation or other bone or joint condition  [SEP] COL CMSRegion VAL 2 ",9,9
369,COL CCN VAL 05T135 COL Facility VAL SOUTHERN CALIFORNIA HOSPITAL AT CULVER CITY COL Address1 VAL 3828 DELMAS TERRACE COL City VAL CULVER CITY COL State VAL CA COL ZipCode VAL 90231 COL County VAL Los Angeles COL PhoneNumber VAL (310) 202-4777 COL CMSRegion VAL 9 COL Condition VAL All other conditions  [SEP] COL Condition VAL All other conditions ,Brain disease or condition (non-traumatic),Nervous system disorder (excluding stroke)
370,COL CCN VAL 0T009 COL Facility VAL SAINT FRANCIS MEMORIAL HOSPITAL COL Address1 VAL 900 HYDE ST COL City VAL SAN FRANCISCO COL State VAL CA COL ZipCode VAL 94109 COL County VAL San Francisco COL PhoneNumber VAL (415) 353-6764 COL CMSRegion VAL 9 COL Condition VAL All other conditions  [SEP] COL CCN VAL 0T009 ,05T152,05T258
371,COL CCN VAL 05T152 COL Facility VAL JFK JOHNSON REHAB INSTITUTE COL Address1 VAL 900 HYDE ST COL City VAL SAN FRANCISCO COL State VAL CA COL ZipCode VAL 94109 COL County VAL San Francisco COL PhoneNumber VAL (415) 353-6764 COL CMSRegion VAL 9 COL Condition VAL All other conditions  [SEP] COL Facility VAL JFK JOHNSON REHAB INSTITUTE ,SAINT FRANCIS MEMORIAL HOSPITAL,MERCY REHABILITATION HOSPITAL
372,COL CCN VAL 05T152 COL Facility VAL SAINT FRANCIS MEMORIAL HOSPITAL COL Address1 VAL 307 POLLY LANE COL City VAL SAN FRANCISCO COL State VAL CA COL ZipCode VAL 94109 COL County VAL San Francisco COL PhoneNumber VAL (415) 353-6764 COL CMSRegion VAL 9 COL Condition VAL All other conditions  [SEP] COL Address1 VAL 307 POLLY LANE ,900 HYDE ST,900 EAST MEMORIAL BLVD
373,"COL CCN VAL 05T152 COL Facility VAL SAINT FRANCIS MEMORIAL HOSPITAL COL Address1 VAL 900 HYDE ST COL City VAL MERCY MEDICAL CENTER COL State VAL CA COL ZipCode VAL 94109 COL County VAL San Francisco COL PhoneNumber VAL (415) 353-6764 COL CMSRegion VAL 9 COL Condition VAL Hip or knee replacement, amputation or other bone or joint condition  [SEP] COL City VAL MERCY MEDICAL CENTER ",SAN FRANCISCO,SAN FRANCISCO
374,COL CCN VAL 05T152 COL Facility VAL SAINT FRANCIS MEMORIAL HOSPITAL COL Address1 VAL 900 HYDE ST COL City VAL SAN FRANCISCO COL State VAL LA COL ZipCode VAL 94109 COL County VAL San Francisco COL PhoneNumber VAL (415) 353-6764 COL CMSRegion VAL 9 COL Condition VAL All other conditions  [SEP] COL State VAL LA ,CA,CA
375,"COL CCN VAL 05T152 COL Facility VAL SAINT FRANCIS MEMORIAL HOSPITAL COL Address1 VAL 900 HYDE ST COL City VAL SAN FRANCISCO COL State VAL CA COL ZipCode VAL 16335 COL County VAL San Francisco COL PhoneNumber VAL (415) 353-6764 COL CMSRegion VAL 9 COL Condition VAL Hip or knee replacement, amputation or other bone or joint condition  [SEP] COL ZipCode VAL 16335 ",94109,94109
376,COL CCN VAL 05T152 COL Facility VAL SAINT FRANCIS MEMORIAL HOSPITAL COL Address1 VAL 900 HYDE ST COL City VAL SAN FRANCISCO COL State VAL CA COL ZipCode VAL 94109 COL County VAL Lehigh COL PhoneNumber VAL (415) 353-6764 COL CMSRegion VAL 9 COL Condition VAL Stroke  [SEP] COL County VAL Lehigh ,San Francisco,San Francisco
377,"COL CCN VAL 05T152 COL Facility VAL SAINT FRANCIS MEMORIAL HOSPITAL COL Address1 VAL 900 HYDE ST COL City VAL SAN FRANCISCO COL State VAL CA COL ZipCode VAL 94109 COL County VAL San Francisco COL PhoneNumber VAL (973) 243-6830 COL CMSRegion VAL 9 COL Condition VAL Hip or knee replacement, amputation or other bone or joint condition  [SEP] COL PhoneNumber VAL (973) 243-6830 ",(415) 353-6764,(502) 596-6346
378,"COL CCN VAL 05T152 COL Facility VAL SAINT FRANCIS MEMORIAL HOSPITAL COL Address1 VAL 900 HYDE ST COL City VAL SAN FRANCISCO COL State VAL CA COL ZipCode VAL 94109 COL County VAL San Francisco COL PhoneNumber VAL (415) 353-6764 COL CMSRegion VAL 7 COL Condition VAL Hip or knee replacement, amputation or other bone or joint condition  [SEP] COL CMSRegion VAL 7 ",9,9
379,COL CCN VAL 05T152 COL Facility VAL SAINT FRANCIS MEMORIAL HOSPITAL COL Address1 VAL 900 HYDE ST COL City VAL SAN FRANCISCO COL State VAL CA COL ZipCode VAL 94109 COL County VAL San Francisco COL PhoneNumber VAL (415) 353-6764 COL CMSRegion VAL 9 COL Condition VAL Hp or femur fracture  [SEP] COL Condition VAL Hp or femur fracture ,Stroke,Hip or femur fracture
380,COL CCN VAL 2T078 COL Facility VAL SANTA ROSA MEMORIAL HOSPITAL COL Address1 VAL 1165 MONTGOMERY DR. COL City VAL SANTA ROSA COL State VAL CA COL ZipCode VAL 95405 COL County VAL Sonoma COL PhoneNumber VAL (707) 547-5486 COL CMSRegion VAL 9 COL Condition VAL Brain injury (traumatic)  [SEP] COL CCN VAL 2T078 ,05T174,05T239
381,COL CCN VAL 05T174 COL Facility VAL MEADVILLE MEDICAL CENTER COL Address1 VAL 1165 MONTGOMERY DR. COL City VAL SANTA ROSA COL State VAL CA COL ZipCode VAL 95405 COL County VAL Sonoma COL PhoneNumber VAL (707) 547-5486 COL CMSRegion VAL 9 COL Condition VAL Brain injury (traumatic)  [SEP] COL Facility VAL MEADVILLE MEDICAL CENTER ,SANTA ROSA MEMORIAL HOSPITAL,SANTA ROSA MEMORIAL HOSPITAL
382,COL CCN VAL 05T174 COL Facility VAL SANTA ROSA MEMORIAL HOSPITAL COL Address1 VAL 480 MEDICAL CENTER DR COL City VAL SANTA ROSA COL State VAL CA COL ZipCode VAL 95405 COL County VAL Sonoma COL PhoneNumber VAL (707) 547-5486 COL CMSRegion VAL 9 COL Condition VAL Spinal cord injury (traumatic)  [SEP] COL Address1 VAL 480 MEDICAL CENTER DR ,1165 MONTGOMERY DR.,900 SOUTH BLVD.
383,COL CCN VAL 05T174 COL Facility VAL SANTA ROSA MEMORIAL HOSPITAL COL Address1 VAL 1165 MONTGOMERY DR. COL City VAL 1055 NORTH CURTIS ROAD COL State VAL CA COL ZipCode VAL 95405 COL County VAL Sonoma COL PhoneNumber VAL (707) 547-5486 COL CMSRegion VAL 9 COL Condition VAL Brain injury (traumatic)  [SEP] COL City VAL 1055 NORTH CURTIS ROAD ,SANTA ROSA,SANTA ROSA
